DN,geometry
5,"POLYGON ((-77.23144520189874 2.432042668767442, -77.23144520189874 2.418345064302326, -77.2177475974367 2.418345064302326, -77.2177475974367 2.404647459837209, -77.20404999297467 2.404647459837209, -77.20404999297467 2.432042668767442, -77.23144520189874 2.432042668767442))"
5,"POLYGON ((-77.19035238851265 2.432042668767442, -77.19035238851265 2.404647459837209, -77.1629571795886 2.404647459837209, -77.1629571795886 2.418345064302326, -77.17665478405063 2.418345064302326, -77.17665478405063 2.432042668767442, -77.19035238851265 2.432042668767442))"
4,"POLYGON ((-77.45060687329114 2.418345064302326, -77.45060687329114 2.404647459837209, -77.43690926882911 2.404647459837209, -77.43690926882911 2.418345064302326, -77.45060687329114 2.418345064302326))"
3,"POLYGON ((-77.25884041082278 2.418345064302326, -77.25884041082278 2.404647459837209, -77.24514280636076 2.404647459837209, -77.24514280636076 2.418345064302326, -77.25884041082278 2.418345064302326))"
3,"POLYGON ((-77.23144520189874 2.418345064302326, -77.23144520189874 2.404647459837209, -77.2177475974367 2.404647459837209, -77.2177475974367 2.418345064302326, -77.23144520189874 2.418345064302326))"
4,"POLYGON ((-77.1629571795886 2.418345064302326, -77.1629571795886 2.404647459837209, -77.14925957512658 2.404647459837209, -77.14925957512658 2.418345064302326, -77.1629571795886 2.418345064302326))"
3,"POLYGON ((-76.8342146725 2.84297080272093, -76.8342146725 2.815575593790698, -76.86160988142404 2.815575593790698, -76.86160988142404 2.760785175930232, -76.87530748588607 2.760785175930232, -76.87530748588607 2.705994758069767, -76.88900509034809 2.705994758069767, -76.88900509034809 2.678599549139535, -76.90270269481012 2.678599549139535, -76.90270269481012 2.664901944674419, -76.91640029927215 2.664901944674419, -76.91640029927215 2.610111526813954, -76.93009790373418 2.610111526813954, -76.93009790373418 2.596413922348837, -76.9437955081962 2.596413922348837, -76.9437955081962 2.555321108953489, -76.9985859260443 2.555321108953489, -76.9985859260443 2.541623504488372, -76.97119071712025 2.541623504488372, -76.97119071712025 2.51422829555814, -76.9985859260443 2.51422829555814, -76.9985859260443 2.486833086627907, -76.98488832158228 2.486833086627907, -76.98488832158228 2.459437877697674, -77.01228353050632 2.459437877697674, -77.01228353050632 2.445740273232558, -77.02598113496835 2.445740273232558, -77.02598113496835 2.418345064302326, -77.03967873943037 2.418345064302326, -77.03967873943037 2.390949855372093, -77.02598113496835 2.390949855372093, -77.02598113496835 2.404647459837209, -76.9985859260443 2.404647459837209, -76.9985859260443 2.390949855372093, -76.97119071712025 2.390949855372093, -76.97119071712025 2.404647459837209, -76.95749311265823 2.404647459837209, -76.95749311265823 2.459437877697674, -76.9437955081962 2.459437877697674, -76.9437955081962 2.473135482162791, -76.93009790373418 2.473135482162791, -76.93009790373418 2.500530691093023, -76.91640029927215 2.500530691093023, -76.91640029927215 2.51422829555814, -76.90270269481012 2.51422829555814, -76.90270269481012 2.569018713418605, -76.88900509034809 2.569018713418605, -76.88900509034809 2.582716317883721, -76.86160988142404 2.582716317883721, -76.86160988142404 2.610111526813954, -76.84791227696202 2.610111526813954, -76.84791227696202 2.62380913127907, -76.86160988142404 2.62380913127907, -76.86160988142404 2.651204340209302, -76.84791227696202 2.651204340209302, -76.84791227696202 2.678599549139535, -76.82051706803797 2.678599549139535, -76.82051706803797 2.692297153604651, -76.8342146725 2.692297153604651, -76.8342146725 2.705994758069767, -76.82051706803797 2.705994758069767, -76.82051706803797 2.747087571465117, -76.80681946357595 2.747087571465117, -76.80681946357595 2.760785175930232, -76.7794242546519 2.760785175930232, -76.7794242546519 2.829273198255814, -76.79312185911392 2.829273198255814, -76.79312185911392 2.84297080272093, -76.8342146725 2.84297080272093))"
4,"POLYGON ((-77.29993322420886 2.459437877697674, -77.29993322420886 2.445740273232558, -77.31363082867088 2.445740273232558, -77.31363082867088 2.432042668767442, -77.3273284331329 2.432042668767442, -77.3273284331329 2.404647459837209, -77.34102603759493 2.404647459837209, -77.34102603759493 2.390949855372093, -77.28623561974683 2.390949855372093, -77.28623561974683 2.404647459837209, -77.25884041082278 2.404647459837209, -77.25884041082278 2.432042668767442, -77.27253801528481 2.432042668767442, -77.27253801528481 2.418345064302326, -77.28623561974683 2.418345064302326, -77.28623561974683 2.459437877697674, -77.29993322420886 2.459437877697674))"
3,"POLYGON ((-76.0808464270886 2.925156429511628, -76.0808464270886 2.856668407186047, -76.09454403155063 2.856668407186047, -76.09454403155063 2.84297080272093, -76.10824163601265 2.84297080272093, -76.10824163601265 2.829273198255814, -76.09454403155063 2.829273198255814, -76.09454403155063 2.788180384860465, -76.14933444939874 2.788180384860465, -76.14933444939874 2.733389967, -76.17672965832278 2.733389967, -76.17672965832278 2.705994758069767, -76.16303205386076 2.705994758069767, -76.16303205386076 2.719692362534884, -76.12193924047467 2.719692362534884, -76.12193924047467 2.705994758069767, -76.09454403155063 2.705994758069767, -76.09454403155063 2.678599549139535, -76.0808464270886 2.678599549139535, -76.0808464270886 2.664901944674419, -76.06714882262658 2.664901944674419, -76.06714882262658 2.651204340209302, -76.09454403155063 2.651204340209302, -76.09454403155063 2.637506735744186, -76.12193924047467 2.637506735744186, -76.12193924047467 2.610111526813954, -76.1356368449367 2.610111526813954, -76.1356368449367 2.596413922348837, -76.16303205386076 2.596413922348837, -76.16303205386076 2.582716317883721, -76.1356368449367 2.582716317883721, -76.1356368449367 2.527925900023256, -76.12193924047467 2.527925900023256, -76.12193924047467 2.51422829555814, -76.1356368449367 2.51422829555814, -76.1356368449367 2.486833086627907, -76.14933444939874 2.486833086627907, -76.14933444939874 2.473135482162791, -76.16303205386076 2.473135482162791, -76.16303205386076 2.445740273232558, -76.1356368449367 2.445740273232558, -76.1356368449367 2.418345064302326, -76.14933444939874 2.418345064302326, -76.14933444939874 2.404647459837209, -76.16303205386076 2.404647459837209, -76.16303205386076 2.377252250906977, -76.12193924047467 2.377252250906977, -76.12193924047467 2.390949855372093, -76.10824163601265 2.390949855372093, -76.10824163601265 2.404647459837209, -76.09454403155063 2.404647459837209, -76.09454403155063 2.418345064302326, -76.06714882262658 2.418345064302326, -76.06714882262658 2.404647459837209, -76.0260560092405 2.404647459837209, -76.0260560092405 2.445740273232558, -76.01235840477848 2.445740273232558, -76.01235840477848 2.459437877697674, -76.03975361370253 2.459437877697674, -76.03975361370253 2.445740273232558, -76.05345121816455 2.445740273232558, -76.05345121816455 2.459437877697674, -76.06714882262658 2.459437877697674, -76.06714882262658 2.473135482162791, -76.05345121816455 2.473135482162791, -76.05345121816455 2.500530691093023, -76.03975361370253 2.500530691093023, -76.03975361370253 2.555321108953489, -76.05345121816455 2.555321108953489, -76.05345121816455 2.527925900023256, -76.06714882262658 2.527925900023256, -76.06714882262658 2.51422829555814, -76.0808464270886 2.51422829555814, -76.0808464270886 2.582716317883721, -76.10824163601265 2.582716317883721, -76.10824163601265 2.596413922348837, -76.06714882262658 2.596413922348837, -76.06714882262658 2.610111526813954, -76.05345121816455 2.610111526813954, -76.05345121816455 2.62380913127907, -76.0260560092405 2.62380913127907, -76.0260560092405 2.610111526813954, -75.98496319585442 2.610111526813954, -75.98496319585442 2.637506735744186, -76.03975361370253 2.637506735744186, -76.03975361370253 2.664901944674419, -75.98496319585442 2.664901944674419, -75.98496319585442 2.678599549139535, -75.99866080031646 2.678599549139535, -75.99866080031646 2.692297153604651, -76.0260560092405 2.692297153604651, -76.0260560092405 2.705994758069767, -76.03975361370253 2.705994758069767, -76.03975361370253 2.719692362534884, -76.05345121816455 2.719692362534884, -76.05345121816455 2.733389967, -76.03975361370253 2.733389967, -76.03975361370253 2.747087571465117, -76.0260560092405 2.747087571465117, -76.0260560092405 2.760785175930232, -76.01235840477848 2.760785175930232, -76.01235840477848 2.747087571465117, -75.99866080031646 2.747087571465117, -75.99866080031646 2.705994758069767, -75.98496319585442 2.705994758069767, -75.98496319585442 2.733389967, -75.9712655913924 2.733389967, -75.9712655913924 2.747087571465117, -75.95756798693037 2.747087571465117, -75.95756798693037 2.719692362534884, -75.93017277800632 2.719692362534884, -75.93017277800632 2.692297153604651, -75.9164751735443 2.692297153604651, -75.9164751735443 2.678599549139535, -75.90277756908228 2.678599549139535, -75.90277756908228 2.664901944674419, -75.93017277800632 2.664901944674419, -75.93017277800632 2.596413922348837, -75.9164751735443 2.596413922348837, -75.9164751735443 2.610111526813954, -75.90277756908228 2.610111526813954, -75.90277756908228 2.62380913127907, -75.87538236015823 2.62380913127907, -75.87538236015823 2.651204340209302, -75.88907996462025 2.651204340209302, -75.88907996462025 2.664901944674419, -75.87538236015823 2.664901944674419, -75.87538236015823 2.678599549139535, -75.8616847556962 2.678599549139535, -75.8616847556962 2.664901944674419, -75.84798715123418 2.664901944674419, -75.84798715123418 2.637506735744186, -75.83428954677215 2.637506735744186, -75.83428954677215 2.664901944674419, -75.82059194231012 2.664901944674419, -75.82059194231012 2.719692362534884, -75.80689433784809 2.719692362534884, -75.80689433784809 2.705994758069767, -75.79319673338607 2.705994758069767, -75.79319673338607 2.760785175930232, -75.82059194231012 2.760785175930232, -75.82059194231012 2.747087571465117, -75.84798715123418 2.747087571465117, -75.84798715123418 2.760785175930232, -75.87538236015823 2.760785175930232, -75.87538236015823 2.788180384860465, -75.90277756908228 2.788180384860465, -75.90277756908228 2.815575593790698, -75.9164751735443 2.815575593790698, -75.9164751735443 2.870366011651163, -75.93017277800632 2.870366011651163, -75.93017277800632 2.884063616116279, -75.95756798693037 2.884063616116279, -75.95756798693037 2.897761220581395, -75.9712655913924 2.897761220581395, -75.9712655913924 2.884063616116279, -75.98496319585442 2.884063616116279, -75.98496319585442 2.870366011651163, -76.0260560092405 2.870366011651163, -76.0260560092405 2.856668407186047, -76.03975361370253 2.856668407186047, -76.03975361370253 2.897761220581395, -76.05345121816455 2.897761220581395, -76.05345121816455 2.884063616116279, -76.06714882262658 2.884063616116279, -76.06714882262658 2.925156429511628, -76.0808464270886 2.925156429511628), (-75.94387038246835 2.856668407186047, -75.93017277800632 2.856668407186047, -75.93017277800632 2.829273198255814, -75.94387038246835 2.829273198255814, -75.94387038246835 2.856668407186047), (-75.95756798693037 2.829273198255814, -75.94387038246835 2.829273198255814, -75.94387038246835 2.815575593790698, -75.93017277800632 2.815575593790698, -75.93017277800632 2.801877989325582, -75.94387038246835 2.801877989325582, -75.94387038246835 2.747087571465117, -75.95756798693037 2.747087571465117, -75.95756798693037 2.829273198255814), (-76.09454403155063 2.788180384860465, -76.0808464270886 2.788180384860465, -76.0808464270886 2.774482780395349, -76.09454403155063 2.774482780395349, -76.09454403155063 2.788180384860465), (-76.03975361370253 2.788180384860465, -76.0260560092405 2.788180384860465, -76.0260560092405 2.760785175930232, -76.03975361370253 2.760785175930232, -76.03975361370253 2.788180384860465), (-76.1356368449367 2.774482780395349, -76.12193924047467 2.774482780395349, -76.12193924047467 2.760785175930232, -76.1356368449367 2.760785175930232, -76.1356368449367 2.774482780395349), (-75.88907996462025 2.747087571465117, -75.87538236015823 2.747087571465117, -75.87538236015823 2.733389967, -75.88907996462025 2.733389967, -75.88907996462025 2.747087571465117), (-76.0808464270886 2.733389967, -76.06714882262658 2.733389967, -76.06714882262658 2.719692362534884, -76.0808464270886 2.719692362534884, -76.0808464270886 2.733389967), (-75.90277756908228 2.733389967, -75.88907996462025 2.733389967, -75.88907996462025 2.719692362534884, -75.90277756908228 2.719692362534884, -75.90277756908228 2.733389967), (-75.9164751735443 2.705994758069767, -75.90277756908228 2.705994758069767, -75.90277756908228 2.692297153604651, -75.9164751735443 2.692297153604651, -75.9164751735443 2.705994758069767), (-75.8616847556962 2.705994758069767, -75.84798715123418 2.705994758069767, -75.84798715123418 2.678599549139535, -75.8616847556962 2.678599549139535, -75.8616847556962 2.705994758069767), (-76.10824163601265 2.486833086627907, -76.09454403155063 2.486833086627907, -76.09454403155063 2.459437877697674, -76.10824163601265 2.459437877697674, -76.10824163601265 2.445740273232558, -76.1356368449367 2.445740273232558, -76.1356368449367 2.459437877697674, -76.12193924047467 2.459437877697674, -76.12193924047467 2.473135482162791, -76.10824163601265 2.473135482162791, -76.10824163601265 2.486833086627907))"
6,"POLYGON ((-76.93009790373418 2.390949855372093, -76.93009790373418 2.377252250906977, -76.91640029927215 2.377252250906977, -76.91640029927215 2.390949855372093, -76.93009790373418 2.390949855372093))"
5,"POLYGON ((-77.23144520189874 2.404647459837209, -77.23144520189874 2.390949855372093, -77.24514280636076 2.390949855372093, -77.24514280636076 2.363554646441861, -77.23144520189874 2.363554646441861, -77.23144520189874 2.377252250906977, -77.2177475974367 2.377252250906977, -77.2177475974367 2.404647459837209, -77.23144520189874 2.404647459837209))"
5,"POLYGON ((-77.20404999297467 2.377252250906977, -77.20404999297467 2.363554646441861, -77.19035238851265 2.363554646441861, -77.19035238851265 2.377252250906977, -77.20404999297467 2.377252250906977))"
5,"POLYGON ((-76.82051706803797 2.377252250906977, -76.82051706803797 2.363554646441861, -76.80681946357595 2.363554646441861, -76.80681946357595 2.377252250906977, -76.82051706803797 2.377252250906977))"
6,"POLYGON ((-76.80681946357595 2.377252250906977, -76.80681946357595 2.363554646441861, -76.79312185911392 2.363554646441861, -76.79312185911392 2.377252250906977, -76.80681946357595 2.377252250906977))"
5,"POLYGON ((-77.46430447775316 2.459437877697674, -77.46430447775316 2.445740273232558, -77.49169968667721 2.445740273232558, -77.49169968667721 2.432042668767442, -77.47800208221518 2.432042668767442, -77.47800208221518 2.418345064302326, -77.49169968667721 2.418345064302326, -77.49169968667721 2.404647459837209, -77.50539729113923 2.404647459837209, -77.50539729113923 2.377252250906977, -77.47800208221518 2.377252250906977, -77.47800208221518 2.349857041976744, -77.46430447775316 2.349857041976744, -77.46430447775316 2.404647459837209, -77.45060687329114 2.404647459837209, -77.45060687329114 2.418345064302326, -77.43690926882911 2.418345064302326, -77.43690926882911 2.432042668767442, -77.45060687329114 2.432042668767442, -77.45060687329114 2.459437877697674, -77.46430447775316 2.459437877697674))"
